               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 480,            0.014152,           0.0072662,           0.0023131,             0.99437,                   1,               0.995,             0.93598,           0.0057562,           0.0031644,           0.0016439,           0.0005158,           0.0005158,           0.0005158
                 481,            0.014454,           0.0081436,           0.0030586,             0.99432,                   1,               0.995,             0.93598,           0.0057146,           0.0031362,           0.0016392,            0.000496,            0.000496,            0.000496
                 482,            0.015591,           0.0061131,           0.0029736,             0.99432,                   1,               0.995,             0.93598,           0.0057146,           0.0031362,           0.0016392,           0.0004762,           0.0004762,           0.0004762
                 483,             0.01221,           0.0071507,           0.0023545,             0.99433,                   1,               0.995,             0.94331,            0.005782,           0.0031402,           0.0016364,           0.0004564,           0.0004564,           0.0004564
                 484,            0.012173,           0.0071448,           0.0031973,             0.99433,                   1,               0.995,             0.94331,            0.005782,           0.0031402,           0.0016364,           0.0004366,           0.0004366,           0.0004366
                 485,            0.016965,           0.0055157,           0.0024323,             0.99435,                   1,               0.995,             0.93594,           0.0057437,           0.0031312,           0.0016297,           0.0004168,           0.0004168,           0.0004168
                 486,            0.013831,           0.0068654,           0.0027111,             0.99435,                   1,               0.995,             0.93594,           0.0057437,           0.0031312,           0.0016297,            0.000397,            0.000397,            0.000397
                 487,            0.012029,           0.0064629,           0.0019197,              0.9944,                   1,               0.995,             0.92718,           0.0056015,           0.0031189,           0.0016274,           0.0003772,           0.0003772,           0.0003772
                 488,             0.01848,           0.0083054,           0.0028795,              0.9944,                   1,               0.995,             0.92718,           0.0056015,           0.0031189,           0.0016274,           0.0003574,           0.0003574,           0.0003574
                 489,            0.014188,           0.0064301,            0.002179,             0.99441,                   1,               0.995,             0.92717,           0.0057151,            0.003139,           0.0016221,           0.0003376,           0.0003376,           0.0003376
                 490,            0.012647,           0.0090738,           0.0024038,             0.99441,                   1,               0.995,             0.92717,           0.0057151,            0.003139,           0.0016221,           0.0003178,           0.0003178,           0.0003178
                 491,            0.012043,           0.0061838,           0.0021048,             0.99453,                   1,               0.995,             0.93592,           0.0055799,           0.0031141,           0.0016155,            0.000298,            0.000298,            0.000298
                 492,            0.012498,           0.0065885,           0.0018497,             0.99453,                   1,               0.995,             0.93592,           0.0055799,           0.0031141,           0.0016155,           0.0002782,           0.0002782,           0.0002782
                 493,            0.011207,           0.0059908,           0.0020763,             0.99447,                   1,               0.995,             0.92716,           0.0055634,           0.0031179,           0.0016091,           0.0002584,           0.0002584,           0.0002584
                 494,            0.011734,           0.0054806,           0.0026112,             0.99447,                   1,               0.995,             0.92716,           0.0055634,           0.0031179,           0.0016091,           0.0002386,           0.0002386,           0.0002386
                 495,            0.010858,           0.0054901,           0.0019713,             0.99447,                   1,               0.995,             0.92274,           0.0055503,           0.0031283,           0.0016077,           0.0002188,           0.0002188,           0.0002188
                 496,             0.01592,           0.0080917,           0.0026415,             0.99447,                   1,               0.995,             0.92274,           0.0055503,           0.0031283,           0.0016077,            0.000199,            0.000199,            0.000199
                 497,            0.013569,           0.0065254,            0.002403,             0.99439,                   1,               0.995,             0.93008,           0.0054623,           0.0031231,           0.0016119,           0.0001792,           0.0001792,           0.0001792
                 498,            0.010484,           0.0066528,            0.001946,             0.99439,                   1,               0.995,             0.93008,           0.0054623,           0.0031231,           0.0016119,           0.0001594,           0.0001594,           0.0001594
                 499,            0.014344,            0.010065,           0.0023899,             0.99436,                   1,               0.995,             0.93886,           0.0054038,           0.0031083,            0.001608,           0.0001396,           0.0001396,           0.0001396
